<DOCUMENT>
<TYPE>13F-HR
<SEQUENCE>1
<FILENAME>13f_q4_2012_ren.txt
<DESCRIPTION>13F - Q4 2012
<TEXT>
                                  UNITED STATES
                       SECURITIES AND EXCHANGE COMMISSION
                             Washington, D.C. 20549

                                    FORM 13F

                               FORM 13F COVER PAGE

Report for the Calendar Year or Quarter Ended:  December 31, 2012
Check here if Amendment [ ]; Amendment Number:
This Amendment (Check only one.): [ ] is a restatement.
                                  [ ] adds new holdings entries.

Institutional Investment Manager Filing this report:

Name:    Renaissance Technologies LLC
Address: 800 Third Avenue
         33rd floor
         New York, NY 10022

13F File Number:  28-6262

The institutional investment manager filing this report and the person
by whom it is signed hereby represent that the person
signing the report is authorized to submit it, that all information
contained herein is true, correct and complete, and that it is
understood that all required items, statements, schedules, lists, and
tables, are considered integral parts of this form.


Person Signing this Report on Behalf of Reporting Manager:

Name:    Mark Silber
Title:   Executive Vice President
Phone    (212) 486-6780
Signature, Place, and Date of Signing:

       Mark Silber       New York, New York    February 14, 2013
Report Type (Check only one.):

[X]         13F HOLDINGS REPORT.
[ ]         13F NOTICE.
[ ]         13F COMBINATION REPORT.

I AM SIGNING THIS REPORT AS REQUIRED BY THE SECURITIES EXCHANGE ACT OF 1934.




                              FORM 13F SUMMARY PAGE


Report Summary:

Number of Other Included Managers:       0

Form 13F Information Table Entry Total:  2815
Form 13F Information Table Value (x $1000) Total:  $34361721

<TABLE>                        <C>                                          <C>
       FORM 13F INFORMATION TABLE
                                                         VALUE    SHARES/ SH/ PUT/ INVSTMT   OTHER         VOTING AUTHORITY
       NAME OF ISSUER         TITLE OF CLASS   CUSIP    (x1000)   PRN AMT PRN CALL DSCREIN  MANAGERS     SOLE    SHARED   NONE
TITAN MACHY INC              COM              88830R101      768    31100 SH       SOLE                      27        0    31073
TITANIUM METALS CORP         COM NEW          888339207    30067  1821162 SH       SOLE                  800512        0  1020650
TJX COS INC NEW              COM              872540109    92898  2188400 SH       SOLE                 2188400        0        0
TMS INTL CORP                CL A             87261Q103     1277   102000 SH       SOLE                   40300        0    61700
TNS INC                      COM              872960109     3506   169139 SH       SOLE                  104396        0    64743
TOFUTTI BRANDS INC           COM              88906B105       29    24900 SH       SOLE                   24900        0        0
TOLL BROTHERS INC            COM              889478103    43920  1358500 SH       SOLE                  286749        0  1071751
TOP IMAGE SYSTEMS LTD        ORD              M87896102      737   215500 SH       SOLE                  190235        0    25265
TORCHMARK CORP               COM              891027104    16607   321400 SH       SOLE                   93388        0   228012
TORO CO                      COM              891092108     5798   134900 SH       SOLE                  100400        0    34500
TORONTO DOMINION BK ONT      COM NEW          891160509     5322    63100 SH       SOLE                    1500        0    61600
TOTAL SYS SVCS INC           COM              891906109    88177  4116565 SH       SOLE                 3513251        0   603314
TOWER INTL INC               COM              891826109      112    13900 SH       SOLE                   10300        0     3600
TOWER SEMICONDUCTOR LTD      SHS NEW          M87915274     1706   214567 SH       SOLE                  214567        0        0
TOWERS WATSON & CO           CL A             891894107     6700   119200 SH       SOLE                   19395        0    99805
TOWN SPORTS INTL HLDGS INC   COM              89214A102     6673   626054 SH       SOLE                  560293        0    65761
TOWNEBANK PORTSMOUTH VA      COM              89214P109      616    39780 SH       SOLE                   39780        0        0
TOYOTA MOTOR CORP            SP ADR REP2COM   892331307    24888   266900 SH       SOLE                  110126        0   156774
TRACTOR SUPPLY CO            COM              892356106    22161   250800 SH       SOLE                   57971        0   192829
TRANS WORLD ENTMT CORP       COM              89336Q100     1477   424400 SH       SOLE                  424400        0        0
TRANS1 INC                   COM              89385X105      823   331800 SH       SOLE                  331800        0        0
TRANSACT TECHNOLOGIES INC    COM              892918103     1412   195600 SH       SOLE                  195600        0        0
TRANSALTA CORP               COM              89346D107      609    40000 SH       SOLE                    7600        0    32400
TRANSDIGM GROUP INC          COM              893641100    11754    86200 SH       SOLE                      98        0    86102
TRANSITION THERAPEUTICS INC  COM NEW          893716209       43    18900 SH       SOLE                   18900        0        0
TRANSMONTAIGNE PARTNERS L P  COM UNIT L P     89376V100      346     9100 SH       SOLE                       0        0     9100
TRANSOCEAN LTD               REG SHS          H8817H100    38209   855549 SH       SOLE                  176303        0   679246
TRANSPORTADORA DE GAS SUR    SPON ADR B       893870204     1035   588200 SH       SOLE                  588200        0        0
TRANSWITCH CORP              COM NEW          894065309       72   118500 SH       SOLE                  118500        0        0
TRAVELCENTERS OF AMERICA LLC COM              894174101     2840   604200 SH       SOLE                  587900        0    16300
TRAVELERS COMPANIES INC      COM              89417E109    12315   171472 SH       SOLE                   21523        0   149949
TRAVELZOO INC                COM              89421Q106     2248   118400 SH       SOLE                  118400        0        0
TRC COS INC                  COM              872625108     1561   268200 SH       SOLE                  268200        0        0
TREDEGAR CORP                COM              894650100      912    44648 SH       SOLE                    3056        0    41592
TREE COM INC                 COM              894675107     1273    70589 SH       SOLE                   58800        0    11789
TREEHOUSE FOODS INC          COM              89469A104      266     5100 SH       SOLE                      73        0     5027
TREX CO INC                  COM              89531P105     8626   231700 SH       SOLE                  109424        0   122276
TRICO BANCSHARES             COM              896095106      852    50883 SH       SOLE                   49400        0     1483
TRIMAS CORP                  COM NEW          896215209     1711    61092 SH       SOLE                    1300        0    59792
TRINITY BIOTECH PLC          SPON ADR NEW     896438306     4291   297543 SH       SOLE                  245991        0    51552
TRIO TECH INTL               COM NEW          896712205      154   101000 SH       SOLE                  101000        0        0
TRIPADVISOR INC              COM              896945201    22482   536300 SH       SOLE                    7300        0   529000
TRIPLE-S MGMT CORP           CL B             896749108      257    13900 SH       SOLE                       0        0    13900
TRIUMPH GROUP INC NEW        COM              896818101    14830   227100 SH       SOLE                   36861        0   190239
TRIUS THERAPEUTICS INC       COM              89685K100      244    51000 SH       SOLE                       0        0    51000
TRONOX LTD                   SHS CL A         Q9235V101     4440   243300 SH       SOLE                   11223        0   232077
TRUSTCO BK CORP N Y          COM              898349105      679   128680 SH       SOLE                  127500        0     1180
TRUSTMARK CORP               COM              898402102     2046    91104 SH       SOLE                   21702        0    69402
TSAKOS ENERGY NAVIGATION LTD SHS              G9108L108     1903   507470 SH       SOLE                  500500        0     6970
TSR INC                      COM NEW          872885207       91    30150 SH       SOLE                   30150        0        0
TUCOWS INC                   COM              898697107     1805  1253200 SH       SOLE                 1221400        0    31800
TUPPERWARE BRANDS CORP       COM              899896104      417     6500 SH       SOLE                    6500        0        0
TURQUOISE HILL RES LTD       COM              900435108     8655  1135738 SH       SOLE                   92090        0  1043648
TUTOR PERINI CORP            COM              901109108     1685   123000 SH       SOLE                   25059        0    97941
TW TELECOM INC               COM              87311L104    94647  3716000 SH       SOLE                 3716000        0        0
TWIN DISC INC                COM              901476101      181    10400 SH       SOLE                      43        0    10357
TYCO INTERNATIONAL LTD       SHS              H89128104    92324  3156375 SH       SOLE                 1529655        0  1626720
TYLER TECHNOLOGIES INC       COM              902252105    12110   250000 SH       SOLE                  195777        0    54223
U M H PROPERTIES INC         COM              903002103      411    39800 SH       SOLE                   39800        0        0
U S AIRWAYS GROUP INC        COM              90341W108     3528   261332 SH       SOLE                  143100        0   118232
