<DOCUMENT>
<TYPE>13F-HR
<SEQUENCE>1
<FILENAME>ren_13f_q3_2012.txt
<DESCRIPTION>13F Q3 2012
<TEXT>
                                  UNITED STATES
                       SECURITIES AND EXCHANGE COMMISSION
                             Washington, D.C. 20549

                                    FORM 13F

                               FORM 13F COVER PAGE

Report for the Calendar Year or Quarter Ended:  September 30, 2012
Check here if Amendment [ ]; Amendment Number:
This Amendment (Check only one.): [ ] is a restatement.
                                  [ ] adds new holdings entries.

Institutional Investment Manager Filing this report:

Name:    Renaissance Technologies, L.L.C.
Address: 800 Third Avenue
         33rd floor
         New York, NY 10022

13F File Number:  28-6262

The institutional investment manager filing this report and the person
by whom it is signed hereby represent that the person
signing the report is authorized to submit it, that all information
contained herein is true, correct and complete, and that it is
understood that all required items, statements, schedules, lists, and
tables, are considered integral parts of this form.


Person Signing this Report on Behalf of Reporting Manager:

Name:    Mark Silber
Title:   Executive Vice President
Phone    (212) 486-6780
Signature, Place, and Date of Signing:

       Mark Silber       New York, New York    November 13, 2012
Report Type (Check only one.):

[X]         13F HOLDINGS REPORT.
[ ]         13F NOTICE.
[ ]         13F COMBINATION REPORT.

I AM SIGNING THIS REPORT AS REQUIRED BY THE SECURITIES EXCHANGE ACT OF 1934.




                              FORM 13F SUMMARY PAGE


Report Summary:

Number of Other Included Managers:       0

Form 13F Information Table Entry Total:  2802
Form 13F Information Table Value (x $1000) Total:  $32566460

<TABLE>                        <C>                                          <C>
       FORM 13F INFORMATION TABLE
                                                         VALUE    SHARES/ SH/ PUT/ INVSTMT   OTHER         VOTING AUTHORITY
       NAME OF ISSUER         TITLE OF CLASS   CUSIP    (x1000)   PRN AMT PRN CALL DSCREIN  MANAGERS     SOLE    SHARED   NONE
SOLTA MED INC                COM              83438K103      224    71437 SH       SOLE                       0        0    71437
SONIC CORP                   COM              835451105     3212   312745 SH       SOLE                   65759        0   246986
SONIC FDRY INC               COM NEW          83545R207      161    20119 SH       SOLE                   20119        0        0
SONOCO PRODS CO              COM              835495102     1903    61400 SH       SOLE                       0        0    61400
SONUS NETWORKS INC           COM              835916107     2601  1379995 SH       SOLE                  216095        0  1163900
SONY CORP                    ADR NEW          835699307    15790  1349600 SH       SOLE                  332237        0  1017363
SORL AUTO PTS INC            COM              78461U101       45    24300 SH       SOLE                   24300        0        0
SOUFUN HLDGS LTD             ADR              836034108      548    34600 SH       SOLE                    8200        0    26400
SOUTH JERSEY INDS INC        COM              838518108     2938    55500 SH       SOLE                    7805        0    47695
SOUTHERN CMNTY FINL CORP     COM              842632101      159    47300 SH       SOLE                   47300        0        0
SOUTHERN COPPER CORP         COM              84265V105     6960   202556 SH       SOLE                    1000        0   201556
SOUTHSIDE BANCSHARES INC     COM              84470P109     1610    73820 SH       SOLE                   69333        0     4487
SOUTHWEST AIRLS CO           COM              844741108    31013  3536215 SH       SOLE                 3536215        0        0
SOUTHWEST BANCORP INC OKLA   COM              844767103      211    19433 SH       SOLE                    2900        0    16533
SOUTHWEST GAS CORP           COM              844895102     4694   106200 SH       SOLE                   59131        0    47069
SOVRAN SELF STORAGE INC      COM              84610H108    10864   187800 SH       SOLE                  161000        0    26800
SPAN AMER MED SYS INC        COM              846396109      565    33700 SH       SOLE                   33700        0        0
SPANISH BROADCASTING SYS INC CL A NEW         846425833      789   241920 SH       SOLE                  241920        0        0
SPANSION INC                 COM CL A NEW     84649R200      265    22200 SH       SOLE                       0        0    22200
SPARTAN STORES INC           COM              846822104      158    10300 SH       SOLE                   10300        0        0
SPARTECH CORP                COM NEW          847220209      258    48200 SH       SOLE                   48200        0        0
SPARTON CORP                 COM              847235108     2081   164513 SH       SOLE                  161035        0     3478
SPDR SERIES TRUST            BRCLYS YLD ETF   78464A417      555    13800 SH       SOLE                   13800        0        0
SPDR SERIES TRUST            S&P RETAIL ETF   78464A714      803    12800 SH       SOLE                   12800        0        0
SPECTRA ENERGY PARTNERS LP   COM              84756N109      459    14420 SH       SOLE                       0        0    14420
SPECTRANETICS CORP           COM              84760C107      273    18506 SH       SOLE                   18506        0        0
SPECTRUM BRANDS HLDGS INC    COM              84763R101     1496    37400 SH       SOLE                     700        0    36700
SPEEDWAY MOTORSPORTS INC     COM              847788106      673    43702 SH       SOLE                   42700        0     1002
SPIRE CORP                   COM              848565107       13    25100 SH       SOLE                   25100        0        0
SPIRIT AEROSYSTEMS HLDGS INC COM CL A         848574109     4067   183100 SH       SOLE                    1600        0   181500
SPREADTRUM COMMUNICATIONS IN ADR              849415203     5267   256800 SH       SOLE                  256800        0        0
SPRINT NEXTEL CORP           COM SER 1        852061100    55160  9992700 SH       SOLE                 9992700        0        0
SPX CORP                     COM              784635104     5344    81700 SH       SOLE                       0        0    81700
ST JOE CO                    COM              790148100     2787   142900 SH       SOLE                       0        0   142900
ST JUDE MED INC              COM              790849103    12732   302213 SH       SOLE                     400        0   301813
STAG INDL INC                COM              85254J102     2028   124700 SH       SOLE                       0        0   124700
STAGE STORES INC             COM NEW          85254C305      295    14000 SH       SOLE                   14000        0        0
STAMPS COM INC               COM NEW          852857200     8476   366300 SH       SOLE                  366300        0        0
STANCORP FINL GROUP INC      COM              852891100      534    17100 SH       SOLE                     200        0    16900
STANDARD PARKING CORP        COM              853790103     1193    53200 SH       SOLE                   53200        0        0
STANDEX INTL CORP            COM              854231107     1111    25000 SH       SOLE                    3300        0    21700
STANLEY FURNITURE CO INC     COM NEW          854305208      282    57905 SH       SOLE                   57905        0        0
STAR BULK CARRIERS CORP      COM              Y8162K105      350   581700 SH       SOLE                  581700        0        0
STARRETT L S CO              CL A             855668109     2134   165800 SH       SOLE                  165800        0        0
STARTEK INC                  COM              85569C107      931   305300 SH       SOLE                  305300        0        0
STARWOOD HOTELS&RESORTS WRLD COM              85590A401     4370    75400 SH       SOLE                     200        0    75200
STARWOOD PPTY TR INC         COM              85571B105     7209   309784 SH       SOLE                  300100        0     9684
STATE STR CORP               COM              857477103    27376   652431 SH       SOLE                  115704        0   536727
STATOIL ASA                  SPONSORED ADR    85771P102     3426   132853 SH       SOLE                  132853        0        0
STEALTHGAS INC               SHS              Y81669106     1530   225300 SH       SOLE                  225300        0        0
STEC INC                     COM              784774101     5383   797428 SH       SOLE                  631997        0   165431
STEELCASE INC                CL A             858155203     4579   464900 SH       SOLE                  101099        0   363801
STEINWAY MUSICAL INSTRS INC  COM              858495104      563    23100 SH       SOLE                   23100        0        0
STEMCELLS INC                COM NEW          85857R204     1105   536200 SH       SOLE                  536200        0        0
STEREOTAXIS INC              COM NEW          85916J409       28    19842 SH       SOLE                   19842        0        0
STERICYCLE INC               COM              858912108    14253   157520 SH       SOLE                   12884        0   144636
STERIS CORP                  COM              859152100    10765   303500 SH       SOLE                   74981        0   228519
STERLING BANCORP             COM              859158107      450    45400 SH       SOLE                   45400        0        0
STERLING CONSTRUCTION CO INC COM              859241101     1154   115600 SH       SOLE                  106200        0     9400
